feat_1,feat_2,class
0.2582113,0.0305979,2
0.1628743,0.0248979,3
0.4200717,0.0255704,0
0.3209499,0.028766,1
0.2523815,0.0114309,2
0.1873072,0.0412185,3
0.4018307,0.0070955,0
0.3101168,0.0261781,1
0.2447473,0.0499428,2
0.1594251999999999,0.0040993,3
0.416904,0.0393337,0
0.3406376,0.0484733,1
0.244149,0.0214092,2
0.1758913,0.003024,3
0.4181013,0.0415328,0
0.3450657,0.0418698,1
0.2840088,0.044821,2
0.1987036,0.005247,3
0.3966398,0.0312544,0
0.3476129,0.005287,1
0.2760659,0.0405826,2
0.1732651,0.0409792,3
0.4041858,0.02928,0
0.3186176,0.0091562,1
0.248643,0.0457394,2
0.208772,0.0327998,3
0.4261085,0.0435062,0
0.3211255,0.0095396,1
0.2827138,0.0306429,2
0.1914034,0.0483912,3
0.4217577,0.0228135,0
0.3248866,0.024502,1
0.258962,0.005056,2
0.1710919,0.0115993,3
0.395884,0.0087492,0
0.3285886,0.0278449,1
0.2642073,0.047127,2
0.1973331,0.0127182,3
0.3922627,0.0054012,0
0.3172065,0.019313,1
0.2593773,0.0240124,2
0.1698659,0.0077812,3
0.4390539,0.0354349,0
0.3413378,0.0474172,1
0.2594532,0.0192703,2
0.1975082,0.0277287,3
0.3961327,0.0272744,0
0.3232762,0.0369627,1
0.2878698,0.0223383,2
0.2121747,0.0330873,3
0.439803,0.0007263,0
0.3272445,0.0123801,1
0.2686716,0.0338679,2
0.1920416,0.0338935,3
0.4059243,0.0187108,0
0.3364818,0.0262795,1
0.2611508,0.0061575,2
0.1716303,0.0125709,3
0.4404279,0.0296797,0
0.3404333,0.0410453,1
0.2825705,0.0327106,2
0.1949822,0.0186355,3
0.4414779,0.0447143,0
0.369128,0.0188995,1
0.2665815,0.0053559,2
0.1871245,0.0234121,3
0.4126452,0.0461288,0
0.3686,0.0141486,1
0.2741953,0.0401031,2
0.1773631,0.0224353,3
0.4053471,0.0270804,0
0.3672222,0.0468819,1
0.282394,0.0340466,2
0.1804884,0.0411986,3
0.419494,0.0083414,0
0.3377755,0.0465415,1
0.2860295,0.0126275,2
0.2106441,0.031615,3
0.4304641,0.0258649,0
0.3396008,0.0400289,1
0.2555603,0.0049121,2
0.1883605,0.0224068,3
0.445895,0.0346987,0
0.3342589,0.0478285,1
0.2629009,0.0310053,2
0.2142929,6.56e-05,3
0.4061847,0.0116898,0
0.3702718,0.0405692,1
0.2812585,0.0011018,2
0.1879526,0.0156811,3
0.4320083,0.010128,0
0.365397,0.0115858,1
0.2658202,0.0248053,2
0.186278,0.016733,3
0.4340241,0.0213566,0
0.3388076,0.0493429,1
0.2581342,0.0078553,2
0.1892793,0.0459844,3
0.4193127,0.0441608,0
0.3502995,0.0461673,1
0.3040179,0.0144062,2
0.2100926,0.0295408,3
0.4263925,0.0202758,0
0.3643421,0.0200795,1
0.2631088,0.0175261999999999,2
0.2087287,0.0177209,3
0.4316275,0.0313986,0
0.3669281,0.0062987,1
0.265756,0.0408155,2
0.197881,0.02369,3
0.4284888,0.0015379,0
0.3572385,0.019423,1
0.2918997,0.0416612,2
0.2135488,0.0322179,3
0.4464809,0.0269882,0
0.3599945,0.0152722,1
0.2975252,0.0053708,2
0.2246421,0.0409791,3
0.4165932,0.0085407,0
0.3512673,0.0275965,1
0.2700188,0.0342573,2
0.2149933,0.049887,3
0.4260386,0.017712,0
0.3663552,0.0475756,1
0.2835196,0.0267821,2
0.2175752,0.0441004,3
0.4565255,0.0130492,0
0.3699711,0.0173004,1
0.3070865,0.0057114,2
0.2200889,0.0048009,3
0.4492514,0.0165562,0
0.3506208,0.022798,1
0.3096992,0.0342101,2
0.2251287,0.0327354,3
0.4304257,0.0334652,0
0.3871241,0.0020627,1
0.296788,0.0375051,2
0.2137037,0.0411304,3
0.4409031,0.0073061,0
0.3563211,0.015081,1
0.2812466,0.0342294,2
0.2127749,0.0373908,3
0.4425427,0.0444357,0
0.3607197,0.0109482,1
0.3089608,0.030121,2
0.2176583,0.0155247,3
0.4309184,0.0055697,0
0.3541363,0.0462417,1
0.3134956,0.0426863,2
0.2061207,0.0040891,3
0.459079,0.023348,0
0.3894686,0.0398362,1
0.2934133,0.0288327,2
0.2243721,0.0353107,3
0.4457329,0.0304056,0
0.3830545,0.0422746,1
0.2810986,0.0210591,2
0.2438593,0.0092937,3
0.4369079,0.0440294,0
0.3573697,0.0084864,1
0.2878811,0.0237908,2
0.2037298,0.0018372,3
0.4347271,0.0140528,0
0.3668106,0.0253876,1
0.2969179,0.0132613,2
0.2467075,0.0164698,3
0.4444573,0.0344615,0
0.3940286,0.0384663,1
0.3188314,0.0384753,2
0.2424433,0.0040829,3
0.4425157,0.0316907,0
0.3629959,0.0301808,1
0.3177001,0.0320528,2
0.2223766,0.0039363,3
0.4687926,0.0184576,0
0.3819895,0.0417449,1
0.3149798,0.0349733,2
0.2442664,0.0368654,3
0.4645739,0.0419999,0
0.3904169,0.0328463,1
0.3219373,0.0215946,2
0.2240767,0.0387916,3
0.4288452,0.0384612,0
0.3844056,0.0160831,1
0.2950884,0.0380721,2
0.2190461,0.0450941,3
0.4309278,0.0124432,0
0.3654978,0.0071791,1
0.2996001,0.0145139,2
0.2484651,0.0160595,3
0.4671096,0.0190965,0
0.3810605,0.0127989,1
0.3167502,0.00478,2
0.2461951,0.0458426,3
0.4772177,0.0123505,0
0.3903943,0.0293711,1
0.2892361,0.0463358,2
0.2408048,0.0113322,3
0.4616995,0.0144896,0
0.3611328,0.0191613,1
0.3135605,0.0176434,2
0.2202194,0.0243523,3
0.4742725,0.0452564,0
0.4042376,0.0201695,1
0.3150377,0.0156081,2
0.2140741,0.0152312,3
0.4415482,0.0370937,0
0.3939265,0.0341319,1
0.3261891,0.0001751,2
0.2117293,0.0174457,3
0.4474108,0.0075351999999999,0
0.3681858,0.0478183,1
0.3341301,0.0325888,2
0.2158729,0.033847,3
0.4853725,0.0408446,0
0.3913419,0.00366,1
0.3091608,0.0425002,2
0.249655,0.0284626,3
0.4797178,0.0231824,0
0.4094314,0.0089353999999999,1
0.3199158,0.0115227,2
0.2538325,0.0161816,3
0.4519955,0.0268189,0
0.396977,0.0317196,1
0.3091522,0.0242208,2
0.2485051,0.0171861,3
0.4865975,0.0141836,0
0.3823922,0.0165894,1
0.3210059,0.0052097,2
0.2461721,0.0181503,3
0.4571624,0.0294068,0
0.4035158,0.0280839,1
0.3228157,0.0479587,2
0.2433621,0.017944,3
0.479519,0.0156829,0
0.3974106,0.0217515,1
0.3244168,0.0335398,2
0.2403149,0.0293591,3
0.4810563,0.0482945,0
0.4099057,0.0053978,1
0.2971959,0.0313981,2
0.2409991,0.0112042,3
0.4849944,0.0429657,0
0.4096048,0.0451322,1
0.311974,0.0341165,2
0.2363987,0.0032695,3
0.4881237,0.0447245,0
0.3839149,0.0050688,1
0.3052161,0.0356322,2
0.2397857,0.0071907,3
0.4601195,0.0048245,0
0.4156016,0.0165473,1
0.3145631,0.0250992,2
0.2594521,0.023475,3
0.4663879,0.0388428,0
0.4122355,0.0151079,1
0.3316572,0.0066233,2
0.2411793,0.0203427,3
0.4740692,0.0383592,0
0.4082179,0.0036252,1
0.3146358,0.0297902,2
0.264072,0.0079673999999999,3
0.4796102,0.0105197,0
0.376706,0.0037171,1
0.3041304,0.0211876,2
0.2467743,0.046287,3
0.4537411,0.0052671,0
0.3897536,0.0451862,1
0.3322526,0.028657,2
0.2629564,0.0131867,3
0.4529013,0.0368146,0
0.3955206,0.0108436,1
0.3399114,0.029608,2
0.2265534,0.0131415,3
0.495014,0.0230514,0
0.3943096,0.0350757,1
0.3209051,0.0017868,2
0.2647476,0.0371134,3
0.4881409,0.0366409,0
0.4153279,0.0328037,1
0.3396502,0.0332523,2
0.2661096,0.0242273,3
0.4760649,0.0139165,0
0.4278882,0.0285937,1
0.3394691,0.017996,2
0.2310201,0.0374284,3
0.4842706,0.0269036,0
0.4189744,0.013589,1
0.3154982,0.0415092,2
0.2557731,0.0040831,3
0.5012905,0.0116876,0
0.3915883,0.0106364,1
0.3502058,0.0386781,2
0.2347851,0.0020825,3
0.4952399,0.0153172,0
0.4302443,0.0306706,1
0.3181138,0.0037864,2
0.2790385,0.0333865,3
0.4992838,0.0496211,0
0.3904652,0.0117454,1
0.3177912,0.0422267,2
0.2616708,0.0004935,3
0.5020986,0.0204265,0
0.411797,0.0153107,1
0.3185271,0.0247914,2
0.2817172,0.0143374,3
0.4602528,0.0103608,0
0.4171571,0.0022611,1
0.3156016,0.0186038,2
0.2780221,0.0143068,3
0.4788786,0.0021025,0
0.4060205,0.0164188,1
0.3559054,0.0313575,2
0.263617,0.0094742,3
0.4978159,0.0227829,0
0.4234834,0.0256165,1
0.3174785,0.006505,2
0.247857,0.0442481,3
0.509058,0.0038111,0
0.4191628,0.030723,1
0.3467754,0.0431489,2
0.2525868,0.0164073,3
0.5008713,0.0363727,0
0.4224696,0.0369544,1
0.3344745,0.045417,2
0.2706397,0.0146216,3
0.4858367,0.0477936,0
0.4166912,0.0333222,1
0.3523795,0.0131435,2
0.2878292,0.0208952,3
0.5077998,0.0328178,0
0.3959653,0.0394964,1
0.3347905,0.0419041,2
0.282424,0.022962,3
0.4666699,0.005636,0
0.4166182,0.045934,1
0.3256351,0.0017921,2
0.2428168,0.0437438,3
0.5151438,0.0447156,0
0.4408506,0.0202633,1
0.3205907,0.0242257,2
0.2631068,0.0007355,3
0.5040301,0.0411722,0
0.4023488,0.0173295,1
0.3233041,0.0203376,2
0.2521024,0.046222,3
0.4871936,0.030284,0
0.3995622,0.0273601,1
0.3677409,0.0382923,2
0.2832779,0.0418766,3
0.4949913,0.0159493999999999,0
0.4193149,0.033752,1
0.362238,0.033581,2
0.2547932,0.0176587999999999,3
0.4793287,0.0314478,0
0.4166566,0.0324318,1
0.3390508,0.011125,2
0.2675831,0.0162867,3
0.4801544,0.0045244,0
0.4078016,0.0293176,1
0.3514266,0.0189511,2
0.2585977,0.0104118,3
0.5137718,0.0072541,0
0.4180253,0.025367,1
0.3457955,0.0425138,2
0.2521073,0.0330336,3
0.4931435,0.0211882,0
0.4143511,0.0429466,1
0.3330785,0.0308986,2
0.2967878,0.0010937,3
0.5044506,0.0054755,0
0.4280633,0.0445453,1
0.3693013,0.0352597,2
0.265517,0.0184832,3
0.4866047,0.015864,0
0.4499948,0.0048343,1
0.3478111,0.0011611,2
0.3001509,0.0113809,3
0.482477,0.0230937,0
0.4057611,0.0498605,1
0.3359748,0.0136301,2
0.2986014,0.034537,3
0.4923893,0.0103429,0
0.4200653,0.0484942,1
0.3280714,0.0164327,2
0.2908032,0.0145881,3
0.5106497,0.0452241,0
0.4501514,0.0108242,1
0.3480683,0.0306271,2
0.3006682,0.0207161,3
0.4823797,0.0233726,0
0.4540497,0.0260003,1
0.3461873,0.0265783,2
0.3002026,0.0426241,3
0.5229206,0.0396492,0
0.4321243,0.0132446,1
0.3462011,0.0032323,2
0.2722461,0.0061911,3
0.5217202,0.0481972,0
0.4391919,0.0307768,1
0.3688073,0.0236744,2
0.2739149,0.0204039,3
0.5149751,0.0395281,0
0.457179,0.0430631,1
0.3539019,0.0181675,2
0.3054571,0.0218313,3
0.498459,0.0069056,0
0.4112392,0.0389566,1
0.3415495,0.0067676,2
0.29062,0.0134595,3
0.495687,0.0370396,0
0.4214036,0.0089377,1
0.3643683,0.0404951,2
0.2875487,0.0173723,3
0.4980407,0.0401661,0
0.4490108,0.0013516,1
0.3470579,0.0279853,2
0.2884251,0.0405634,3
0.5359224,0.0389036,0
0.4464096,0.0094476,1
0.3409827,0.0231673,2
0.3073401,0.0244072,3
0.4950522,0.0498623,0
0.4493193,0.0241499,1
0.3709626,0.0440533,2
0.263393,0.0416278,3
0.5283271,0.03106,0
0.4317392,0.0297717,1
0.345592,0.0291475,2
0.3093365,0.0263779,3
0.5336828,0.0416561,0
0.4496206,0.0079200999999999,1
0.3840862,0.0269237,2
0.2987356,0.0070328,3
0.4954909,0.0415908,0
0.4406442,0.0054046,1
0.3703526,0.0439118,2
0.3081754,0.0091486,3
0.5170939,0.0467808,0
0.4555083,0.0478995,1
0.3779706,0.0487404,2
0.3145832,0.0465404,3
0.5140926,0.042144,0
0.4249225,0.0221518,1
0.3477079,0.0026351,2
0.3177161,0.018193,3
0.5179282,0.0185615,0
0.4431254,0.0079795,1
0.3721531,0.0292959,2
0.2699737,0.0099657,3
0.5268608,0.0316083,0
0.4475849,0.002012,1
0.3831433,0.0320043,2
0.2861918,0.0026726,3
0.5030396,0.0399326,0
0.4319463,0.0421242,1
0.3523994,0.0028827,2
0.305378,0.0421699,3
0.5165024,0.010859,0
0.452994,0.0061223,1
0.3539748,0.0083802,2
0.2742432,0.0497369,3
0.5221528,0.0072937,0
0.4651448,0.0465366,1
0.3811461,0.0224189,2
0.3211078,0.0016025,3
0.5280162,0.0011876,0
0.424755,0.0422058,1
0.3790594,0.0230807,2
0.280016,0.0141861,3
0.5314649,0.0050183,0
0.4708087,0.0398782,1
0.3735669,0.0275745,2
0.3140076,0.0380091,3
0.5119778,0.03553,0
0.4571265,0.0056761,1
0.3788937,0.038378,2
0.2980239,0.0466189,3
0.518458,0.0327599,0
0.4676718,0.0104426,1
0.3924491,0.0017243,2
0.3041046,0.0164564999999999,3
0.5188628,0.0407017,0
0.4419373,0.0067205,1
0.402603,0.0357678,2
0.2978451,0.0007276,3
0.5252864,0.0094539,0
0.4461814,0.0015251,1
0.3887274,0.0226903,2
0.2935504,0.0019405,3
0.5246903,0.0017878,0
0.4603195,0.0169749,1
0.3876441,0.0475058,2
0.3176687,0.0153718,3
0.5166762,0.037982,0
0.4603187,0.0179199,1
0.3645987,0.0016406,2
0.299152,0.0311347,3
0.5519455,0.0353662,0
0.4707429,0.0148045,1
0.401167,0.0183582,2
0.287954,0.0247909,3
0.5104324,0.0448504,0
0.4729576,0.0054649,1
0.3936204,0.0187293,2
0.297838,0.0368701,3
0.5377582,0.0234398,0
0.4713905,0.0386413,1
0.3683998,0.0057137,2
0.2921838,0.0346042,3
0.5509002,0.0093721,0
0.4414196,0.0247083,1
0.404659,0.0033636,2
0.2908958,0.0400779,3
0.5342835,0.0391794,0
0.4794141,0.0341779,1
0.3973113,0.0258286,2
0.3352108,0.0213613,3
0.5251442,0.0102302,0
0.4628422,0.0423419,1
0.4010978,0.0087845,2
0.3078615,0.0395608,3
0.5535525,0.0253351,0
0.4746326,0.0346065,1
0.377811,0.023767,2
0.2884756,0.0044451,3
0.5492874,0.0252684,0
0.4816722,0.0348646,1
0.3922943,0.0476941,2
0.3326482,0.0027301,3
0.5393569,0.0486278,0
0.443175,0.0283405,1
0.3727037,0.0115862,2
0.3282039,0.0148113,3
0.5325281,0.0174008,0
0.4464564,0.0159721999999999,1
0.3801761,0.0098513,2
0.3153181,0.0470464,3
0.5488717,0.0406276,0
0.4857171,0.0169808,1
0.3797356,0.0373346,2
0.3169596,0.0100431,3
0.5210814,0.0020686,0
0.4577632,0.0442914,1
0.3783963,0.0470496,2
0.3088082,0.0464147,3
0.5429242,0.0351223,0
0.4465889,0.0449474,1
0.4125709,0.0253507,2
0.3153882,0.0026312,3
0.5256107,0.0300059,0
0.4796773,0.028036,1
0.3834336,0.0340333,2
0.3139046,0.0481606,3
0.533958,0.0358428,0
0.4465933,0.0444485,1
0.4110676,0.00124,2
0.3020944,0.0475251,3
0.5509767,0.0405061,0
0.4626942,0.0269913,1
0.3798839,0.0454027,2
0.3117956,0.0472277,3
0.5354074,0.0464734,0
0.460583,0.0051308,1
0.3841666,0.0465074,2
0.3338763,0.0446737,3
0.5374961,0.0457673,0
0.4812259,0.0315805,1
0.4054633,0.0399559,2
0.3303913,0.0090224,3
0.5362119,0.01926,0
0.4749195,0.0136414,1
0.3799354,0.0496705,2
0.3033335,0.0288133,3
0.539658,0.0027727,0
0.4587853,0.0291951,1
0.3930431,0.0106138,2
0.3257759,0.0257659,3
0.5571189,0.0263289,0
0.4859911,0.0328761,1
0.408738,0.0093877,2
0.3057164,0.0314133,3
0.5455301,0.0203314,0
0.502724,0.0240034,1
0.4201721,0.0493248,2
0.3293087,0.0082909,3
0.5343669,0.0293903,0
0.4758673,0.0084483,1
0.4029462,0.0039325,2
0.3074787,0.0059878,3
0.5684302,0.0344758,0
0.4581871,0.0219243,1
0.3823416,0.0080862,2
0.354842,0.009132,3
0.5320057,0.0108676,0
0.500971,0.0045991,1
0.4097431,0.0345149,2
0.3272647,0.0439063,3
0.5717652,0.0282363,0
0.4616777,0.0116771,1
0.4110568,0.0347601,2
0.3537504,0.0204609,3
0.5380573,0.0312087,0
0.4971287,0.0482537,1
0.4308723,0.0030257,2
0.3220492,0.0134384,3
0.5676997,0.0478118,0
0.5014993,0.0299908,1
0.4253282,0.0497697,2
0.3207089,0.0060161,3
0.5514831,0.0079839,0
0.4821303,0.0311959,1
0.4029443,0.0186363,2
0.3320347,0.0029906,3
0.5666429,0.0244789,0
0.4811892,0.00533,1
0.407715,0.0453073,2
0.3318707,0.0206991,3
0.5818753,0.0030598,0
0.4710592,0.0186756,1
0.4300517,0.0362159,2
0.3536461,0.0330847,3
0.5834886,0.0111023,0
0.4747882,0.0404803,1
0.4152709,0.0182715,2
0.3618682,0.0448442,3
0.5460347,0.0369055,0
0.4893038,0.0424734,1
0.3950603,0.0133302,2
0.3581346,0.0053894,3
0.5741899,0.0364358,0
0.4896327,0.0260688,1
0.4392329,0.0043459,2
0.3290264,0.0369981,3
0.5518573,0.0047805,0
0.5138516,0.0268495,1
0.4030004,0.0138918,2
0.3450829,0.0085527,3
0.5659214,0.0173975,0
0.5113738,0.0418054,1
0.4297362,0.0374875,2
0.3346356,0.0458097,3
0.5757683,0.0299043,0
0.4943932,0.0287283,1
0.4030849,0.0068937,2
0.3604204,0.0099529,3
0.5736688,0.0421514,0
0.5148827,0.0023605,1
0.4411053,0.0144351,2
0.3662211,0.0020105,3
0.5567315,0.0250762,0
0.4946614,0.0200307,1
0.4279366,0.0045299,2
0.3424591,0.0101584,3
0.5726942,0.0332747,0
0.5163556,0.0464687,1
0.4010329,0.0015507,2
0.3247079,0.0071267,3
0.5542297,0.0170161999999999,0
0.5074128,0.0160083,1
0.4179575,0.006267,2
0.3471065,0.0032597,3
0.5956148,0.0468505,0
0.5216201,0.0490181,1
0.4342505,0.0482582,2
0.3361829,0.0179264,3
0.581206,0.0213923,0
0.4901396,0.0466674,1
0.4397132,0.0446994,2
0.3711889,0.032834,3
0.5665018,0.0186545,0
0.4836505,0.0215605,1
0.4215982,0.0344745,2
0.3451119,0.0405954,3
0.5946136,0.0026278,0
0.5233722,0.0269661,1
0.4048937,0.0238216,2
0.3644804,0.0360546,3
0.5618123,0.0092662,0
0.5164144,0.0061469,1
0.4388334,0.0294792,2
0.3385553,0.0056267,3
0.5533524,0.0340602,0
0.5204919,0.0186913,1
0.4343991,0.0139931,2
0.3777427,0.0266099,3
0.5740225,0.0281162,0
0.4993778,0.0256323,1
0.404181,0.0462813,2
0.3748885,0.0478852,3
0.5844465,0.0396138,0
0.5201201,0.0251843,1
0.4102394,0.0220073,2
0.3606925,0.0059095,3
0.5613376,0.035528,0
0.5089507,0.0031085,1
0.439069,0.0026575,2
0.3774893,0.0252355,3
0.5852745,0.0169211,0
0.5254444,0.0349591,1
0.4352368,0.0273702,2
0.3441312,0.0214284,3
0.5905117,0.0208119,0
0.5024073,0.0276277,1
0.4480628,0.0452253,2
0.3494064,0.0359522,3
0.5644522,0.0076463,0
0.5300998,0.0069174,1
0.4506606,0.0442177,2
0.3447734,0.0497276,3
0.5607146,0.0127523,0
0.4928292,0.0046083,1
0.450968,0.0122876,2
0.3423117,0.047477,3
0.5743018,0.0083362,0
0.5251847,0.0393516,1
0.4569315,0.0301275,2
0.3479669,0.0305013,3
0.5869777,0.0254398,0
0.5293712,0.0196091,1
0.4425495,0.0438137,2
0.3586416,0.013338,3
0.5994338,0.0314158,0
0.5269413,0.0281993,1
0.4209389,0.0023158,2
0.3506027,0.0132095,3
0.6097119,0.0202029,0
0.4978495,0.0270467,1
0.4398844,0.0268169,2
0.3587904,0.0467732,3
0.6101863,0.0235169,0
0.52495,0.0330984,1
0.43129,0.0056598,2
0.3704501,0.0144204,3
0.585167,0.039126,0
0.5118187,0.0366594,1
0.4276238,0.0208004,2
0.3659344,0.0288545,3
0.576583,0.0432552,0
0.5082816,0.0044079,1
0.4217991,0.0304789,2
0.3759511,0.0304991,3
0.5717168,0.0473507,0
0.5075346,0.0293253,1
0.4679781,0.0076813999999999,2
0.3523438,0.0119327,3
0.5704736,0.0382837,0
0.5343634,0.023838,1
0.458823,0.0143779,2
0.3694798,0.0039158,3
0.614431,0.0478574,0
0.5051601,0.0328676,1
0.4429244,0.0036869,2
0.3895031,0.0036683,3
0.5750999,0.0310298,0
0.5300004,0.0081224999999999,1
0.4520248,0.0323224,2
0.3763239,0.0373553,3
0.6181309,0.0176869,0
0.5139507,0.0175489,1
0.4494277,0.0032168,2
0.3673925,0.0217614,3
0.6125398,0.0095754,0
0.4997623,0.0199536,1
0.4363235,0.045826,2
0.382557,0.0470091,3
0.5962559,0.0229078,0
0.5120457,0.0257113,1
0.4580454,0.0371849,2
0.3903319,0.0056115,3
0.5766982,0.032606,0
0.5423875,0.0438466,1
0.4272842,0.0173666999999999,2
0.3997251,0.0417019,3
0.6227487,0.0019241,0
0.5254284,0.0317035,1
0.4696155,0.0340264,2
0.3747675,0.000422,3
0.5876577,0.0114061,0
0.5250631,0.0155444,1
0.4468593,0.0345034,2
0.3690612,0.0307751,3
0.6049073,0.0040152,0
0.53245,0.0153199,1
0.4365803,0.0329183,2
0.3892351,0.0151963,3
0.6279134,0.0493208,0
0.5275795,0.0499303,1
0.4461634,0.0379792,2
0.3543627,0.0393285,3
0.62852,0.0405732,0
0.5377791,0.0277624,1
0.4732093,0.0287768,2
0.3814687,0.0429369,3
0.5868549,0.0286019,0
0.5426631,0.037013,1
0.4694532,0.0123961,2
0.3593561,0.0125442,3
0.6143694,0.0134649,0
0.5204857,0.0297418,1
0.4559765,0.0070658,2
0.4035887,0.0463883,3
0.5986845,0.0374397,0
0.5455285,0.0133285,1
0.4421866,0.0123826,2
0.38998,0.0485626,3
0.6061207,0.0379349,0
0.519226,0.003992,1
0.454918,0.0096027,2
0.4045387,0.0245658,3
0.6099568,0.0079863,0
0.5417038,0.0459826,1
0.4414081,0.0244426,2
0.4067701,0.0023069,3
0.6321845,0.0279964,0
0.5499208,0.0230776,1
0.4646013,0.0019629,2
0.3818264,0.0196337,3
0.6289868,0.0243029,0
0.5436253,0.0118586,1
0.4777241,0.0457989,2
0.4017772,0.0090269,3
0.6118614,0.0325577,0
0.5179841,0.0254071,1
0.4687578,0.030923,2
0.3849388,0.0194004,3
0.606038,0.006096,0
0.545402,0.0285157,1
0.4782695,0.0165061,2
0.3981359,0.0308941,3
0.6050346,0.0026441,0
0.5191149,0.0394127,1
0.446877,0.0339357,2
0.3941324,0.0007783999999999,3
0.6115379,0.0161928,0
0.5359194,0.0326553,1
0.4662445,0.0205731,2
0.3826279,0.0259577,3
0.6372676,0.0155982,0
0.5619156,0.0212228,1
0.4513734,0.0054988,2
0.4076814,0.0200392,3
0.5961208,0.027182,0
0.5319282,0.0249499,1
0.4796665,0.0081317999999999,2
0.4071807,0.0273807,3
0.6323807,0.0322731,0
0.5247288,0.0310463,1
0.4912163,0.009977,2
0.3743518,0.0193893,3
0.6209811,0.0104656,0
0.542211,0.0474091,1
0.4468371,0.045219,2
0.3758246,0.0273126,3
0.6003672,0.016822,0
0.5294632,0.0299634,1
0.4640932,0.0479928,2
0.3843033,0.0198002,3
0.6468443,0.0363012,0
0.571862,0.0469729,1
0.4673352,0.0370784,2
0.3890367,0.0468604,3
0.640984,0.021385,0
0.5331633,0.0461452,1
0.4843788,0.047776,2
0.4190187,0.0125228,3
0.6474057,0.0448416,0
0.5256962,0.0292209,1
0.481472,0.0412199,2
0.4093223,0.0251236,3
0.6128077,0.00904,0
0.5720118,0.0089632,1
0.4980011,0.041312,2
0.377642,0.0083215,3
0.6113385,0.0089712,0
0.5399101,0.0403898,1
0.4913611,0.0176151,2
0.418217,0.0124295,3
0.6495168,0.0472151,0
0.5447534,0.0411687,1
0.4909171,0.0460767,2
0.4053621,0.0210051,3
0.6511202,0.002099,0
0.552087,0.0126319,1
0.46954,0.0043665,2
0.4218129,0.0453519,3
0.642446,0.0301856,0
0.5425858,0.0291764,1
0.4674469,0.0447991,2
0.4226808,0.0452363,3
0.6320663,0.0445763,0
0.5754857,0.0215305,1
0.4732557,0.0460286,2
0.4251836,0.012176,3
0.6181397,0.0378964,0
0.5630232,0.0123899,1
0.464654,0.0260805,2
0.4162538,0.0007234,3
0.641539,0.0192975,0
0.5339656,0.0102802,1
0.4718511,0.0009871,2
0.382361,0.011125,3
0.6535217,0.0130079,0
0.5762879,0.0090669,1
0.4797388,0.049095,2
0.4080052,0.0238191,3
0.6572689,0.0424122,0
0.5477965,0.0136993,1
0.4661342,0.0129571,2
0.4303534,0.0051463,3
0.630096,0.0216497,0
0.5608386,0.0456093,1
0.5095531,0.0194822,2
0.4340391,0.0441589,3
0.6483774,0.0123304,0
0.5605768,0.0089628,1
0.4880646,0.0099203,2
0.4012907,0.0238472,3
0.6309247,0.0204919,0
0.5834438,0.0450241,1
0.4927505,0.0009391,2
0.4105159,0.0381146,3
0.6492653,0.025249,0
0.5709661,0.0418679,1
0.4643582,0.0227369,2
0.4224671,0.0462782,3
0.6373228,0.0347333,0
0.5712144,0.024418,1
0.4658088,0.0058399,2
0.4276149,0.0436746,3
0.6287333,0.0414419,0
0.5625883,0.0220594,1
0.4672125,0.0151066,2
0.4012831,0.0105147,3
0.6329631,0.0180065,0
0.5724761,0.030324,1
0.4662186,0.0271908,2
0.4322457,0.0009519,3
0.6200872,0.0106575,0
0.567122,0.0318523,1
0.4958656,0.0085941999999999,2
0.428106,0.0064293,3
0.6616828,0.0379737,0
0.5669792,0.0308628,1
0.5062504,0.0311851,2
0.3959214,0.0301478,3
0.634555,0.0008517,0
0.5863694,0.0086549,1
0.4781996,0.0252889,2
0.4291179,0.0335744,3
0.6591988,0.0211704,0
0.5796226,0.0060766,1
0.4723959,0.0193028,2
0.4230225,0.044407,3
0.6238352,0.044654,0
0.5826061,0.0094626,1
0.5000576,0.0495575,2
0.4338305,0.0292788,3
0.6225123,0.0154893,0
0.5596485,0.0307972,1
0.518054,0.0105678,2
0.4326476,0.0345321,3
0.6591335,0.0029676,0
0.5688108,0.023473,1
0.5009869,0.0068712,2
0.4256301,0.0154789,3
0.6444216,0.0348295,0
0.572786,0.0342624,1
0.4844816,0.0095734,2
0.4450361,0.0298541,3
0.6705147,0.0219295,0
0.5935465,0.0249303,1
0.5088966,0.0003306,2
0.4307812,0.0366039,3
0.6303626,0.0067986,0
0.5860635,0.0007735,1
0.5063584,0.0425459,2
0.4043898,0.0288338,3
0.6469815,0.041339,0
0.5955711,0.0189625,1
0.5094294,0.0017038,2
0.441017,0.0111327,3
0.6353019,0.0125596,0
0.567852,0.0143538,1
0.5200691,0.0383608,2
0.4330635,0.0290302,3
0.6775244,0.0289629,0
0.5641094,0.0295967,1
0.4982658,0.0238087,2
0.4110864,0.0455962,3
0.6304136,0.0395271,0
0.5669239,0.0062029,1
0.4913528,0.0257182,2
0.4515744,0.0105549,3
0.6472942,0.0246341,0
0.5908389,0.0238608,1
0.496704,0.0255848,2
0.4461095,0.01928,3
0.6459562,0.0480492,0
0.5712465,0.0446279,1
0.5039003,0.0124596,2
0.4186515,0.0452787,3
0.6462504,0.0441613,0
0.583379,0.0029241,1
0.4830354,0.0254319,2
0.4204641,0.0097525,3
0.6606254,0.0191783,0
0.5985173,0.0475209,1
0.514341,0.0315237,2
