Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Att25,Att26,Att27,Att28,Att29,Att30,Att31,Att32,Att33,class
0.432707,0.544585,0.385999,0.011374,0.501135,0.638462,0.611095,0.014987,0.012471,0.005831,0.058928,0.010704,0.079873,0.01418,0.003474,0.006753,0.08769,0.032242,0.006502,0.00368,0.045672,0.009726,0.016071,0.003491,0.003428,0.003079,0.006689,0.032513,0.145817,0.126787,0.056013,0.027281,0.013266,1
0.194316,0.257575,0.181872,0.243728,0.297754,0.362242,0.266402,0.143119,0.14038,0.010262,0.160747,0.026937,0.08881,0.013765,0.005109,0.074396,0.165134,0.084092,0.024903,0.011037,0.008391,0.029872,0.010639,0.016873,0.006715,0.003804,0.021029,0.131318,0.092257,0.038247,0.00744,0.011496,0.016874,4
0.398671,0.507131,0.007045,0.357316,0.463173,0.585111,0.559232,0.022284,0.016792,0.011522,0.076205,0.024452,0.102163,0.006863,0.0074,0.106571,0.07113,0.004512,0.006219,0.021361,0.007801,0.009639,0.002561,0.003752,0.007785,0.024607,0.118252,0.238814,0.100775,0.027303,0.006247,0.008845,0.008608,3
0.020935,0.259615,0.242431,0.3687,0.140768,0.477605,0.432387,0.08255,0.054873,0.02736,0.048697,0.030271,0.052261,0.014865,0.013165,0.033285,0.034765,0.013196,0.008116,0.016363,0.008743,0.014494,0.006546,0.00888,0.012854,0.018041,0.035307,0.083968,0.048994,0.039956,0.021543,0.013486,0.016591,3
0.342187,0.436799,0.006896,0.309471,0.408458,0.5138,0.48539,0.032158,0.026523,0.082514,0.017044,0.057824,0.007492,0.015193,0.086008,0.015518,0.005269,0.02703,0.009328,0.006436,0.003448,0.00806,0.014296,0.081033,0.135366,0.061865,0.014524,0.009094,0.007765,0.005588,0.013106,0.006684,0.010161,5
0.340411,0.435356,0.308208,0.412313,0.505152,0.006566,0.47905,0.00492,0.004161,0.08661,0.012948,0.055528,0.002168,0.014257,0.112174,0.01097,0.001686,0.053103,0.004772,0.002025,0.000974,0.003208,0.013479,0.141246,0.168976,0.057516,0.01091,0.003346,0.005366,0.004035,0.008789,0.002185,0.010238,5
0.157509,0.211059,0.149781,0.199874,0.247592,0.299277,0.211654,0.063406,0.027914,0.17813,0.027108,0.061858,0.006566,0.047262,0.203948,0.11763,0.032238,0.024799,0.026426,0.026604,0.021528,0.006096,0.012291,0.124267,0.120881,0.03783,0.008577,0.006715,0.023552,0.005047,0.003327,0.007152,0.05796,4
0.795864,0.248377,0.347403,0.006665,0.565818,0.455391,0.541884,0.030563,0.021455,0.02208,0.063172,0.041004,0.081704,0.00814,0.019551,0.183016,0.057322,0.009236,0.020973,0.067179,0.037632,0.010602,0.005417,0.01086,0.028432,0.072961,0.225437,0.187136,0.081491,0.038236,0.013881,0.017092,0.010458,3
0.453313,0.140119,0.199792,0.26883,0.00577,0.396617,0.345045,0.129828,0.119417,0.076356,0.088908,0.204257,0.062022,0.138692,0.039693,0.017707,0.087827,0.424094,0.173636,0.066306,0.034388,0.066386,0.015355,0.098418,0.051421,0.026435,0.014978,0.020764,0.043108,0.321182,0.423913,0.25716,0.057383,0
0.300882,0.379215,0.270505,0.362874,0.006469,0.444823,0.412439,0.015833,0.02703,0.014366,0.062136,0.006735,0.023767,0.078323,0.00741,0.03224,0.013341,0.018414,0.002917,0.005591,0.022719,0.207073,0.073872,0.038971,0.009379,0.007027,0.005528,0.011898,0.004717,0.026714,0.030155,0.005859,0.009401,5
0.606459,0.178769,0.271168,0.0232,0.355227,0.002165,0.343763,0.029403,0.055966,0.02856,0.043831,0.016376,0.067802,0.062658,0.016504,0.067648,0.023872,0.020228,0.005677,0.010571,0.061558,0.19492,0.054517,0.029743,0.016016,0.008486,0.010399,0.010438,0.007547,0.01688,0.029807,0.010086,0.010416,5
0.299251,0.379869,0.012139,0.270398,0.355426,0.281493,0.312203,0.025301,0.043711,0.026312,0.056938,0.018211,0.033719,0.066712,0.010807,0.022719,0.012272,0.009865,0.009545,0.01226,0.02945,0.133159,0.064082,0.029091,0.013336,0.008801,0.008559,0.010094,0.006068,0.009867,0.011861,0.009683,0.008432,5
0.572173,0.168298,0.33651,0.510501,0.248827,0.417652,0.392634,0.006603,0.042001,0.016121,0.0154,0.007246,0.184995,0.01809,0.00725,0.13523,0.008524,0.002934,0.005908,0.020742,0.194644,0.0862,0.016493,0.007256,0.009979,0.031307,0.00389,0.006901,0.014935,0.005859,0.009281,0.007213,0.006717,5
0.422009,0.541725,0.38119,0.51138,0.001453,0.011444,0.518589,0.005267,0.005488,0.002836,0.042413,0.004145,0.059369,0.006411,0.00345,0.00706,0.065459,0.015965,0.003884,0.003981,0.034175,0.007626,0.007988,0.004672,0.003865,0.003449,0.006965,0.036557,0.101246,0.070465,0.026361,0.012455,0.007342,1
0.413065,0.519743,0.368563,0.494361,0.603094,0.006455,0.584237,0.004011,0.003096,0.002425,0.124546,0.007048,0.172129,0.002405,0.00226,0.038298,0.127909,0.00657,0.001631,0.019739,0.010905,0.029234,0.001535,0.001632,0.002817,0.006938,0.039062,0.30816,0.183827,0.072606,0.010833,0.00403,0.00461,1
0.396751,0.495037,0.34725,0.011635,0.03331,0.450396,0.441221,0.05888,0.051509,0.061992,0.122481,0.119539,0.158825,0.027685,0.052693,0.263675,0.108109,0.038444,0.023413,0.050697,0.038595,0.029282,0.010022,0.028371,0.073356,0.145016,0.290808,0.32837,0.151703,0.092555,0.063707,0.03723,0.030904,1
0.604267,0.187243,0.353257,0.264521,0.522342,0.006443,0.474882,0.006591,0.013274,0.005477,0.026856,0.004915,0.019245,0.032397,0.004635,0.04198,0.004569,0.004118,0.00348,0.004206,0.018923,0.10388,0.029794,0.016199,0.006451,0.004079,0.015302,0.005157,0.004038,0.012069,0.005111,0.006221,0.006175,2
0.345835,0.449792,0.319011,0.017429,0.419947,0.401838,0.409661,0.067261,0.056908,0.150982,0.044792,0.153275,0.029603,0.035668,0.19138,0.087989,0.015969,0.039393,0.038551,0.032395,0.006978,0.01972,0.021437,0.085481,0.31304,0.170468,0.075839,0.024674,0.011639,0.012981,0.010717,0.01546,0.015403,3
0.647979,0.199923,0.38633,0.290923,0.006234,0.476688,0.446065,0.013808,0.013822,0.035153,0.045881,0.012215,0.007763,0.116856,0.033117,0.006209,0.058776,0.008708,0.006302,0.002635,0.006976,0.033738,0.130585,0.094289,0.048513,0.01244,0.004911,0.00569,0.020339,0.004377,0.007045,0.025472,0.012595,5
0.604311,0.18073,0.352581,0.269403,0.005995,0.255953,0.302123,0.010888,0.02781,0.011116,0.04001,0.007407,0.042397,0.052441,0.007205,0.056116,0.011301,0.005671,0.003866,0.007189,0.042496,0.159035,0.048627,0.021495,0.011045,0.009713,0.011353,0.007169,0.007422,0.01135,0.007614,0.010538,0.01388,5
0.847556,0.258747,0.007248,0.373341,0.485728,0.822576,0.769891,0.032786,0.021421,0.00982,0.029554,0.009358,0.036772,0.006108,0.005559,0.015249,0.041515,0.006517,0.004779,0.016211,0.026558,0.010016,0.004185,0.004357,0.005089,0.005732,0.013393,0.127485,0.061354,0.023483,0.0099,0.010492,0.008768,1
0.450902,0.133505,0.270377,0.199593,0.329678,0.000688,0.297004,0.043991,0.048902,0.02717,0.044467,0.089477,0.030048,0.043503,0.014061,0.008531,0.045413,0.201181,0.079276,0.026618,0.01436,0.040663,0.004917,0.036591,0.018583,0.010045,0.006594,0.00959,0.02557,0.158211,0.200858,0.085147,0.029051,4
0.79012,0.23863,0.346867,0.463319,0.000681,0.568833,0.548759,0.009976,0.008592,0.012463,0.031413,0.049936,0.040984,0.005299,0.010683,0.210137,0.028797,0.004767,0.024305,0.030231,0.022095,0.004736,0.003885,0.004998,0.016005,0.085504,0.230828,0.133457,0.041242,0.00964,0.006901,0.016297,0.010264,3
0.435294,0.553275,0.001759,0.390551,0.512138,0.498865,0.530664,0.015968,0.011476,0.006551,0.050134,0.010239,0.067103,0.019603,0.003076,0.006708,0.065477,0.045234,0.006154,0.003124,0.027706,0.015865,0.007803,0.003989,0.002428,0.004038,0.006065,0.037328,0.102188,0.137773,0.079596,0.037711,0.013165,1
0.855491,0.262217,0.375629,0.012109,0.490893,0.093126,0.461738,0.012815,0.013476,0.008277,0.022071,0.007662,0.028739,0.006285,0.004108,0.008159,0.067988,0.010253,0.00465,0.007699,0.067079,0.006467,0.007373,0.00481,0.004797,0.005774,0.007856,0.070964,0.101627,0.032799,0.017683,0.009548,0.007939,1
0.909112,0.280936,0.401611,0.001203,0.522941,0.011705,0.545482,0.0066,0.005993,0.0034,0.013048,0.005905,0.016661,0.019863,0.002846,0.004034,0.016408,0.045701,0.005007,0.002342,0.007831,0.060054,0.003274,0.006833,0.00261,0.002995,0.003365,0.005704,0.023025,0.156664,0.079959,0.041043,0.010589,1
0.413551,0.51879,0.012517,0.367948,0.478343,0.574594,0.553319,0.022304,0.018972,0.014163,0.094596,0.013334,0.125636,0.006938,0.005867,0.065609,0.091987,0.009367,0.005249,0.028713,0.011069,0.0191,0.004368,0.003694,0.006814,0.009674,0.068358,0.251305,0.133186,0.066228,0.015855,0.014335,0.010698,1
0.849485,0.260024,0.002188,0.373621,0.489009,0.612282,0.593784,0.025833,0.017402,0.011817,0.040857,0.008805,0.050507,0.006145,0.004555,0.021374,0.086978,0.011793,0.003209,0.02455,0.070314,0.010426,0.004347,0.003621,0.005156,0.007521,0.022522,0.216814,0.126886,0.042412,0.020586,0.01059,0.007481,1
0.225944,0.28129,0.20358,0.269187,0.007089,0.395977,0.343906,0.073238,0.090285,0.069334,0.071341,0.150564,0.060384,0.042974,0.018713,0.016114,0.075157,0.198541,0.132547,0.066578,0.035783,0.043945,0.009403,0.045387,0.025969,0.011642,0.008575,0.016374,0.04655,0.14236,0.1383,0.075432,0.03314,4
0.170451,0.222807,0.159296,0.211054,0.264021,0.005904,0.220217,0.107768,0.091369,0.124054,0.066867,0.067197,0.017837,0.017212,0.149003,0.207044,0.061805,0.015542,0.009921,0.023746,0.013965,0.014765,0.005695,0.017655,0.082706,0.068588,0.030188,0.01114,0.007036,0.011549,0.009982,0.010113,0.009187,4
0.261217,0.331083,0.236118,0.011198,0.307023,0.386012,0.345758,0.010694,0.064888,0.045361,0.008031,0.022964,0.063225,0.009701,0.015558,0.015796,0.003157,0.006046,0.021718,0.068086,0.056906,0.027703,0.008161,0.006737,0.006437,0.004903,0.014211,0.009431,0.004126,0.003847,0.003831,0.005892,0.012963,5
0.609704,0.1883,0.269994,0.364124,0.011612,0.444949,0.409091,0.00797,0.016302,0.007953,0.026919,0.004469,0.020914,0.052165,0.006191,0.032022,0.021529,0.007649,0.001775,0.002729,0.019435,0.126505,0.050128,0.020893,0.008032,0.004331,0.00563,0.01416,0.003453,0.014182,0.013066,0.00685,0.006481,5
0.42008,0.531156,0.379264,0.001892,0.49093,0.017626,0.50573,0.011431,0.007043,0.006296,0.067943,0.011318,0.091173,0.011066,0.004907,0.017868,0.078649,0.031987,0.006938,0.005284,0.022684,0.007203,0.009273,0.005615,0.006368,0.007247,0.018813,0.092833,0.119572,0.099833,0.055468,0.022037,0.013706,1
0.375912,0.35342,0.221029,0.051123,0.27122,0.330402,0.238454,0.044278,0.036767,0.043407,0.032197,0.136761,0.068405,0.009961,0.048762,0.251687,0.028109,0.025794,0.037192,0.01073,0.056173,0.016721,0.010408,0.009047,0.04249,0.18501,0.188695,0.09754,0.014709,0.009841,0.030386,0.016815,0.013578,4
0.647102,0.199542,0.007489,0.385044,0.281162,0.476814,0.444427,0.040423,0.033894,0.027878,0.031933,0.01476,0.014489,0.10718,0.019366,0.009605,0.069749,0.008006,0.006517,0.003709,0.006417,0.026114,0.11294,0.058398,0.022805,0.005533,0.005163,0.007891,0.016153,0.004982,0.006185,0.025047,0.00939,5
0.849704,0.25952,0.006335,0.369287,0.489558,0.049579,0.481187,0.056833,0.035862,0.022569,0.074297,0.032576,0.096113,0.013339,0.01181,0.072111,0.107548,0.023896,0.008986,0.03435,0.058484,0.028709,0.006939,0.005664,0.013025,0.025651,0.074253,0.253971,0.154492,0.085979,0.037821,0.020273,0.014897,1
0.361719,0.108492,0.160482,0.216051,0.265381,0.32439,0.233215,0.084535,0.079532,0.097768,0.058693,0.141589,0.043242,0.007498,0.140584,0.215129,0.056385,0.017792,0.027336,0.035916,0.037148,0.015294,0.006213,0.008453,0.106478,0.17761,0.093737,0.015165,0.008194,0.008584,0.014163,0.010242,0.006491,4
0.401722,0.518327,0.368933,0.35265,0.011839,0.460235,0.419635,0.009893,0.00927,0.009168,0.047997,0.016397,0.064986,0.009411,0.00868,0.057248,0.057719,0.01219,0.007111,0.028263,0.026281,0.024701,0.007213,0.006819,0.011424,0.020187,0.074206,0.162133,0.086003,0.038511,0.020581,0.014699,0.012346,3
0.226571,0.292567,0.209256,0.011973,0.268612,0.342212,0.297645,0.018229,0.022276,0.03077,0.013175,0.081432,0.013029,0.038444,0.012042,0.008393,0.012686,0.075279,0.072443,0.028886,0.007895,0.01331,0.005625,0.010372,0.015973,0.005051,0.006597,0.006383,0.008959,0.023686,0.061768,0.076953,0.034246,4
0.677924,0.013066,0.094917,0.297539,0.388073,0.488047,0.458461,0.042009,0.029481,0.028911,0.020318,0.018396,0.009004,0.038168,0.022606,0.010123,0.021391,0.021885,0.011128,0.003839,0.004839,0.01722,0.039071,0.087991,0.035062,0.016627,0.008932,0.012221,0.006113,0.007663,0.00537,0.011513,0.025183,5
0.222332,0.28366,0.203363,0.27115,0.333919,0.401888,0.302372,0.025555,0.027723,0.022818,0.018736,0.108704,0.006353,0.019597,0.009016,0.003633,0.018459,0.13989,0.096375,0.022964,0.010269,0.019958,0.001681,0.026944,0.012365,0.005599,0.003044,0.001348,0.003068,0.034199,0.069071,0.03902,0.010675,4
0.397351,0.119731,0.17626,0.231388,0.291367,0.007044,0.247424,0.063773,0.059314,0.016226,0.072437,0.034031,0.05648,0.009641,0.013223,0.120339,0.070683,0.031041,0.024568,0.013474,0.013772,0.027298,0.008648,0.013809,0.011121,0.031219,0.077679,0.110866,0.048365,0.016014,0.010062,0.014671,0.023936,4
0.18948,0.246432,0.236577,0.175779,0.286614,0.347106,0.253005,0.257904,0.256756,0.04359,0.232167,0.050162,0.095136,0.011955,0.038176,0.38075,0.226798,0.111164,0.038289,0.043115,0.027936,0.06206,0.015449,0.015577,0.009688,0.031583,0.17586,0.231033,0.071698,0.024886,0.015014,0.026755,0.037869,4
0.307016,0.398882,0.28141,0.374526,0.022654,0.152789,0.299273,0.017355,0.021025,0.025741,0.072597,0.013837,0.01836,0.134152,0.022111,0.012605,0.051217,0.013431,0.005407,0.006498,0.014233,0.080865,0.133723,0.084958,0.030717,0.009827,0.006855,0.013369,0.00749,0.006971,0.020211,0.025684,0.012307,3
0.414867,0.012022,0.24326,0.373634,0.48498,0.04981,0.479157,0.053744,0.031998,0.010964,0.118385,0.022305,0.159378,0.013416,0.006598,0.075882,0.121127,0.027757,0.004123,0.017548,0.015361,0.009834,0.005401,0.004665,0.008204,0.019763,0.074705,0.242527,0.174237,0.10991,0.047359,0.022878,0.007097,1
0.889382,0.260945,0.001622,0.395765,0.506674,0.028097,0.522222,0.012818,0.009912,0.004864,0.015074,0.007423,0.02006,0.007707,0.003107,0.009623,0.039166,0.012578,0.004448,0.003752,0.036071,0.018603,0.00483,0.003589,0.003362,0.003913,0.009677,0.025269,0.060256,0.065308,0.020394,0.015154,0.009242,1
0.456251,0.141228,0.274484,0.203966,0.33488,0.406532,0.305756,0.018815,0.028052,0.024342,0.022521,0.064373,0.028054,0.065773,0.014805,0.007028,0.021321,0.154574,0.057556,0.024751,0.016956,0.035801,0.005116,0.023259,0.019259,0.007348,0.006262,0.008261,0.017265,0.077289,0.185486,0.135999,0.031961,4
0.209003,0.025409,0.194308,0.132804,0.254403,0.115253,0.192005,0.170885,0.169311,0.071395,0.09753,0.108402,0.041151,0.052632,0.023465,0.057381,0.090919,0.136701,0.079269,0.033714,0.02202,0.02144,0.023847,0.040957,0.020851,0.011916,0.011365,0.022343,0.024061,0.047569,0.049239,0.045878,0.027434,0
0.470456,0.144069,0.205213,0.280941,0.345059,0.006126,0.307323,0.039046,0.066685,0.048517,0.028885,0.097822,0.044584,0.067137,0.023378,0.011883,0.024434,0.105623,0.094156,0.049639,0.039156,0.030096,0.014535,0.019613,0.031865,0.013861,0.013762,0.012321,0.009181,0.031983,0.112932,0.152717,0.066867,4
0.451735,0.56398,0.007094,0.397142,0.651384,0.52453,0.634142,0.019531,0.015348,0.00634,0.015696,0.010266,0.019924,0.026686,0.004311,0.005363,0.018377,0.052694,0.007095,0.003717,0.009855,0.031402,0.004138,0.005018,0.002846,0.003547,0.004709,0.011754,0.026677,0.121659,0.091651,0.052182,0.014021,1
0.510924,0.154673,0.225761,0.30158,0.011278,0.448764,0.3947,0.011144,0.039833,0.037981,0.004656,0.083283,0.035009,0.010582,0.042475,0.011268,0.002828,0.008442,0.095173,0.079495,0.030243,0.011599,0.004511,0.01881,0.00272,0.018515,0.0107,0.005786,0.004172,0.003958,0.00586,0.019617,0.147211,2
0.208087,0.269795,0.19219,0.255291,0.314134,0.569021,0.453082,0.045802,0.046297,0.0031,0.065361,0.032944,0.04675,0.024614,0.002834,0.009074,0.087893,0.071997,0.02863,0.006006,0.011611,0.003956,0.022278,0.011801,0.007524,0.003134,0.003637,0.011464,0.057829,0.073124,0.032944,0.008669,0.00769,4
0.456908,0.142778,0.199996,0.001954,0.259855,0.400809,0.349498,0.044988,0.051297,0.049592,0.035962,0.107366,0.043035,0.096008,0.018887,0.014457,0.032556,0.165887,0.092254,0.043517,0.026504,0.031207,0.009163,0.04756,0.019143,0.012563,0.014189,0.016585,0.027439,0.119715,0.197393,0.185827,0.085423,4
0.208346,0.270231,0.188963,0.254564,0.012154,0.31883,0.271799,0.097624,0.106903,0.044134,0.11388,0.082828,0.094705,0.060774,0.027259,0.050573,0.13312,0.11551,0.060098,0.031329,0.036251,0.02869,0.041018,0.030673,0.02656,0.019541,0.020647,0.043388,0.086757,0.095731,0.057687,0.033235,0.027976,4
0.550427,0.16768,0.237636,0.24856,0.313111,0.006699,0.268885,0.008474,0.058959,0.031961,0.027938,0.020325,0.108925,0.043763,0.040061,0.049277,0.020832,0.00968,0.016575,0.074222,0.110743,0.096829,0.040376,0.023175,0.018583,0.010714,0.01479,0.017428,0.01518,0.011153,0.010652,0.011142,0.016604,5
0.264303,0.329967,0.006087,0.2365,0.307796,0.395312,0.3568,0.047161,0.075789,0.038335,0.016658,0.033403,0.058785,0.017053,0.033105,0.01473,0.004956,0.01138,0.030418,0.078808,0.053611,0.039184,0.014446,0.009278,0.010189,0.005243,0.01469,0.011712,0.005235,0.007031,0.006287,0.010342,0.022689,0
0.853168,0.260514,0.001867,0.374488,0.490905,0.617528,0.598735,0.041876,0.02455,0.011541,0.090527,0.01502,0.124626,0.012359,0.006814,0.031533,0.186189,0.026663,0.00678,0.020331,0.135929,0.01763,0.010394,0.006527,0.007775,0.012616,0.030896,0.271258,0.277992,0.110851,0.04373,0.021032,0.011363,1
0.471202,0.598356,0.419416,0.561724,0.00672,0.693646,0.674785,0.009854,0.008439,0.004042,0.009333,0.062022,0.013185,0.085547,0.005549,0.005193,0.008783,0.110191,0.055455,0.005645,0.003923,0.023722,0.02155,0.006734,0.00651,0.003573,0.004745,0.006965,0.012198,0.063169,0.216452,0.216397,0.121916,1
0.39686,0.014226,0.23233,0.050241,0.344897,0.466008,0.451337,0.075716,0.060219,0.031854,0.038904,0.029567,0.046003,0.006213,0.012569,0.075436,0.032332,0.006881,0.00767,0.015725,0.007558,0.008003,0.004281,0.005654,0.013854,0.031016,0.076725,0.096214,0.043586,0.021919,0.010176,0.006787,0.00698,3
0.300544,0.378017,0.27127,0.006464,0.355089,0.444974,0.412796,0.034262,0.069371,0.02525,0.111172,0.014633,0.071418,0.136792,0.012725,0.060783,0.017564,0.023326,0.005671,0.008899,0.064716,0.314776,0.128659,0.072804,0.01741,0.013562,0.009957,0.015775,0.006799,0.023597,0.038708,0.010328,0.017598,5
0.790778,0.295699,0.011596,0.111047,0.119381,0.341697,0.264714,0.03387,0.024345,0.020031,0.02081,0.036452,0.02247,0.022423,0.017455,0.074769,0.013476,0.020755,0.030955,0.025164,0.011344,0.009949,0.010294,0.006028,0.017446,0.031698,0.082043,0.027658,0.018594,0.022178,0.037591,0.060694,0.043176,1
0.421264,0.130376,0.249421,0.188413,0.37122,0.309041,0.274912,0.028223,0.027575,0.009105,0.08439,0.021637,0.096866,0.014763,0.005966,0.020765,0.099832,0.040538,0.0169,0.008691,0.022407,0.008078,0.010474,0.007707,0.006772,0.005164,0.008291,0.064957,0.117668,0.096542,0.037861,0.016293,0.010084,4
0.399736,0.50833,0.000915,0.011801,0.350773,0.477128,0.486886,0.021508,0.018853,0.013618,0.037172,0.018968,0.04686,0.008116,0.007358,0.045994,0.033202,0.007497,0.006236,0.018116,0.005754,0.013385,0.004245,0.006649,0.00982,0.017233,0.051433,0.091452,0.047553,0.029799,0.01247,0.011412,0.012049,3
0.417261,0.530557,0.006793,0.374679,0.02264,0.044157,0.352811,0.021726,0.014475,0.009049,0.051192,0.009126,0.066693,0.007372,0.005866,0.011348,0.054883,0.008124,0.003875,0.005208,0.014722,0.006447,0.004855,0.004251,0.003846,0.003749,0.008281,0.066623,0.078423,0.042519,0.013063,0.00739,0.007055,1
0.571998,0.168271,0.253681,0.342018,0.006061,0.022495,0.317012,0.023348,0.090094,0.035557,0.034065,0.020911,0.171298,0.03952,0.014203,0.086057,0.02017,0.004292,0.012489,0.042034,0.183263,0.118773,0.034511,0.016527,0.013421,0.013172,0.01103,0.015948,0.026552,0.011745,0.006496,0.011427,0.013182,5
0.796697,0.245546,0.351689,0.468023,0.575374,0.00159,0.556596,0.004964,0.004288,0.003158,0.013713,0.01165,0.018767,0.003423,0.003665,0.088577,0.012708,0.003184,0.005426,0.028128,0.004907,0.003551,0.003002,0.003314,0.005029,0.014545,0.094904,0.072831,0.018005,0.005003,0.004135,0.007652,0.006258,3
0.414384,0.526853,0.369673,0.499397,0.0021,0.611843,0.593285,0.007926,0.006594,0.003855,0.066472,0.007477,0.09167,0.004807,0.004215,0.027296,0.08188,0.008463,0.003819,0.020133,0.027311,0.011789,0.003832,0.004635,0.005486,0.007395,0.026873,0.20764,0.117741,0.051633,0.014085,0.009082,0.008545,1
0.207863,0.270067,0.19307,0.25858,0.317689,0.380001,0.283992,0.046189,0.046948,0.003599,0.05357,0.031099,0.032556,0.010984,0.002621,0.006868,0.059889,0.066735,0.026951,0.005497,0.005948,0.003935,0.009551,0.009051,0.004262,0.002709,0.002368,0.00814,0.036158,0.051977,0.023684,0.00905,0.007391,4
0.816295,0.247919,0.006621,0.362823,0.474076,0.622938,0.594674,0.023043,0.016443,0.006527,0.02508,0.014981,0.034279,0.004469,0.005137,0.078218,0.02562,0.005786,0.005907,0.06705,0.007279,0.015669,0.002962,0.004558,0.006101,0.017057,0.082313,0.160931,0.035541,0.016611,0.008546,0.008075,0.009267,1
0.418278,0.531238,0.375616,0.007078,0.490905,0.741174,0.696976,0.010928,0.008676,0.004517,0.042301,0.005281,0.056452,0.004451,0.002901,0.010436,0.064839,0.013041,0.003025,0.005204,0.035516,0.005323,0.006138,0.003095,0.003493,0.003321,0.009892,0.084885,0.097818,0.0481,0.022468,0.008357,0.006134,3
0.222888,0.283632,0.200098,0.270589,0.007048,0.331105,0.290756,0.031936,0.034794,0.026545,0.022059,0.092284,0.014907,0.028713,0.011061,0.008264,0.020421,0.119388,0.081071,0.022893,0.010631,0.018333,0.006078,0.027259,0.01395,0.007057,0.005847,0.005197,0.008588,0.04246,0.074807,0.052966,0.019199,4
0.324325,0.41114,0.291486,0.001009,0.382048,0.481997,0.454828,0.012729,0.008896,0.079668,0.056363,0.033495,0.005894,0.105344,0.080491,0.008591,0.03859,0.014761,0.008842,0.00264,0.004262,0.026316,0.115067,0.163859,0.120764,0.033624,0.007612,0.008273,0.010027,0.004889,0.004216,0.031146,0.01884,5
0.871319,0.270966,0.507552,0.380416,0.629266,0.758067,0.61626,0.005207,0.005044,0.002815,0.023629,0.003198,0.032306,0.008153,0.003292,0.006225,0.083151,0.020054,0.002975,0.003824,0.08116,0.007377,0.006922,0.004876,0.003711,0.003456,0.007103,0.028293,0.125155,0.069129,0.034445,0.013161,0.006162,1
0.855141,0.260302,0.011945,0.379396,0.495247,0.621971,0.597417,0.036756,0.033054,0.019415,0.035759,0.023452,0.042093,0.018425,0.007704,0.0282,0.078276,0.021239,0.009003,0.014745,0.069448,0.011801,0.008433,0.003998,0.006974,0.0125,0.028154,0.101271,0.119782,0.054273,0.036329,0.03244,0.018226,1
0.284252,0.355871,0.253898,0.342349,0.419535,0.001415,0.390996,0.005719,0.114122,0.028492,0.073194,0.00813,0.184826,0.082941,0.006901,0.062786,0.021227,0.003884,0.006438,0.032818,0.201785,0.227176,0.077348,0.021589,0.010125,0.008809,0.00736,0.012323,0.031808,0.008608,0.007339,0.009982,0.006659,0
0.851063,0.258708,0.375119,0.001652,0.49466,0.74199,0.70321,0.017582,0.009681,0.005115,0.04628,0.005855,0.063211,0.003844,0.003053,0.022154,0.086192,0.007322,0.002422,0.017983,0.058359,0.007015,0.006132,0.003469,0.003189,0.004546,0.021838,0.16657,0.128625,0.038727,0.011985,0.005975,0.005103,3
0.438845,0.132827,0.19367,0.258593,0.317552,0.385636,0.286403,0.08787,0.089265,0.0384,0.118348,0.126305,0.09681,0.060305,0.012919,0.026747,0.154861,0.232923,0.108452,0.045127,0.04177,0.020006,0.03523,0.043305,0.029055,0.01474,0.008126,0.025346,0.131149,0.252916,0.204893,0.067198,0.029518,4
0.385141,0.494465,0.005981,0.348583,0.458009,0.57438,0.550861,0.017246,0.010895,0.007097,0.018601,0.022492,0.024483,0.003691,0.005313,0.110257,0.016629,0.003478,0.006115,0.017966,0.005385,0.004157,0.002559,0.003765,0.007586,0.026075,0.125416,0.100484,0.023245,0.008651,0.005511,0.006659,0.006835,3
0.212278,0.426094,0.132944,0.269658,0.398665,0.00685,0.34989,0.071361,0.078784,0.041353,0.058673,0.109325,0.040742,0.039781,0.026299,0.021654,0.058316,0.153043,0.09506,0.035179,0.02259,0.039186,0.01198,0.070428,0.035094,0.015021,0.01435,0.011752,0.024872,0.084425,0.086788,0.075746,0.055001,4
0.40007,0.518218,0.363704,0.007114,0.473952,0.605706,0.579749,0.014716,0.012413,0.0208,0.157604,0.063629,0.213722,0.008304,0.018613,0.190752,0.160358,0.011726,0.010738,0.058032,0.025148,0.020949,0.005492,0.009144,0.02744,0.078851,0.203983,0.52053,0.230754,0.064609,0.01885,0.010908,0.015393,1
0.394909,0.504108,0.353398,0.473199,0.006523,0.580015,0.555741,0.00906,0.006469,0.004264,0.030462,0.02283,0.040993,0.002388,0.003336,0.131353,0.029481,0.003335,0.006177,0.046357,0.006761,0.013688,0.001444,0.002575,0.004456,0.029671,0.166453,0.155609,0.042148,0.010637,0.005226,0.007925,0.007118,3
0.358216,0.457338,0.320631,0.42886,0.523016,0.01715,0.490235,0.006448,0.005684,0.081803,0.008902,0.137831,0.005407,0.008572,0.10322,0.068856,0.003815,0.011971,0.015449,0.012773,0.002797,0.005018,0.007839,0.02465,0.177167,0.160014,0.068625,0.01721,0.004739,0.008046,0.006206,0.010884,0.007919,3
0.397224,0.013127,0.023483,0.033507,0.232859,0.363171,0.347468,0.190318,0.148065,0.123187,0.151468,0.158048,0.176164,0.096034,0.087014,0.167112,0.103555,0.047344,0.038249,0.064683,0.054256,0.083596,0.05799,0.067414,0.100648,0.107534,0.160775,0.253577,0.136698,0.093782,0.061251,0.050935,0.044593,1
